id,name,productCount,subtreeProductCount,parent,numChildren,pathName,children,alsoCount,also
198,Treats,4,4,197,0,"['Pet Supplies', 'Bunny Rabbit Central', 'Treats']",[],0,[]
199,Dander Remover Sprays,11,11,9,0,"['Pet Supplies', 'Cats', 'Grooming', 'Dander Remover Sprays']",[],0,[]
200,Cookies,113,113,27,0,"['Pet Supplies', 'Dogs', 'Treats', 'Cookies, Biscuits & Snacks', 'Cookies']",[],0,[]
201,Tie-Outs & Stakes,262,262,43,0,"['Pet Supplies', 'Dogs', 'Training & Behavior Aids', 'Tie-Outs & Stakes']",[],0,[]
202,Bowls & Dishes,26,1186,25,3,"['Pet Supplies', 'Dogs', 'Feeding & Watering Supplies', 'Bowls & Dishes']","[203, 546, 710]",0,[]
203,Basic Bowls,1028,1029,202,1,"['Pet Supplies', 'Dogs', 'Feeding & Watering Supplies', 'Bowls & Dishes', 'Basic Bowls']",[1029],0,[]
204,Beds & Sofas,31,1212,154,2,"['Pet Supplies', 'Cats', 'Beds & Furniture', 'Beds & Sofas']","[205, 701]",0,[]
205,Beds,1163,1163,204,0,"['Pet Supplies', 'Cats', 'Beds & Furniture', 'Beds & Sofas', 'Beds']",[],0,[]
206,Sticks & Twists,461,461,158,0,"['Pet Supplies', 'Dogs', 'Treats', 'Rawhide', 'Sticks & Twists']",[],0,[]
207,Flea Combs,37,37,50,0,"['Pet Supplies', 'Dogs', 'Flea & Tick Control', 'Flea Combs']",[],0,[]
208,Feeding & Watering Supplies,9,236,143,3,"['Pet Supplies', 'Small Animals', 'Feeding & Watering Supplies']","[209, 403, 422]",0,[]
209,Water Bottles,145,145,208,0,"['Pet Supplies', 'Small Animals', 'Feeding & Watering Supplies', 'Water Bottles']",[],0,[]
210,Headcollars,85,85,37,0,"['Pet Supplies', 'Dogs', 'Collars, Harnesses & Leashes', 'Collars', 'Headcollars']",[],0,[]
211,Hair Removal Mitts & Rollers,61,61,32,0,"['Pet Supplies', 'Dogs', 'Grooming', 'Hair Removal Mitts & Rollers']",[],0,[]
212,Bowls & Dishes,7,509,30,4,"['Pet Supplies', 'Cats', 'Feeding & Watering Supplies', 'Bowls & Dishes']","[213, 299, 622, 1254]",0,[]
213,Basic Bowls,430,431,212,1,"['Pet Supplies', 'Cats', 'Feeding & Watering Supplies', 'Bowls & Dishes', 'Basic Bowls']",[829],0,[]
214,Basic Halter Harnesses,1454,1456,67,2,"['Pet Supplies', 'Dogs', 'Collars, Harnesses & Leashes', 'Harnesses', 'Basic Halter Harnesses']","[1058, 1333]",0,[]
215,Electric Clippers & Blades,3,105,9,2,"['Pet Supplies', 'Cats', 'Grooming', 'Electric Clippers & Blades']","[216, 245]",0,[]
216,Replacement Blades,28,28,215,0,"['Pet Supplies', 'Cats', 'Grooming', 'Electric Clippers & Blades', 'Replacement Blades']",[],0,[]
217,Cat Trees & Condos,17,597,154,2,"['Pet Supplies', 'Cats', 'Beds & Furniture', 'Cat Trees & Condos']","[218, 485]",0,[]
218,Cat Houses & Condos,231,231,217,0,"['Pet Supplies', 'Cats', 'Beds & Furniture', 'Cat Trees & Condos', 'Cat Houses & Condos']",[],0,[]
219,Eye Care,62,62,3,0,"['Pet Supplies', 'Dogs', 'Health Supplies', 'Eye Care']",[],0,[]
220,Aquarium Thermometers,93,93,10,0,"['Pet Supplies', 'Fish & Aquatic Pets', 'Aquarium Thermometers']",[],0,[]
221,Aquarium Test Kits,222,222,10,0,"['Pet Supplies', 'Fish & Aquatic Pets', 'Aquarium Test Kits']",[],0,[]
222,Filters,376,376,16,0,"['Pet Supplies', 'Fish & Aquatic Pets', 'Aquarium Pumps & Filters', 'Filters']",[],0,[]
223,Pet Proofing,0,7,192,3,"['Pet Supplies', 'Pet Behavior Center', 'Pet Proofing']","[224, 495, 597]",0,[]
224,Protecting Outside Spaces,2,2,223,0,"['Pet Supplies', 'Pet Behavior Center', 'Pet Proofing', 'Protecting Outside Spaces']",[],0,[]
225,Bed Mats,106,106,154,0,"['Pet Supplies', 'Cats', 'Beds & Furniture', 'Bed Mats']",[],0,[]
226,Repellent Mats,11,11,97,0,"['Pet Supplies', 'Dogs', 'Training & Behavior Aids', 'Repellents', 'Repellent Mats']",[],0,[]
227,Fountains,57,57,25,0,"['Pet Supplies', 'Dogs', 'Feeding & Watering Supplies', 'Fountains']",[],0,[]
228,Bones,475,475,158,0,"['Pet Supplies', 'Dogs', 'Treats', 'Rawhide', 'Bones']",[],0,[]
229,Kennel Covers,97,97,61,0,"['Pet Supplies', 'Dogs', 'Crates, Houses & Pens', 'Kennel Covers']",[],0,[]
230,Carriers & Strollers,81,308,8,2,"['Pet Supplies', 'Cats', 'Carriers & Strollers']","[231, 578]",0,[]
231,Carriers,1,202,230,2,"['Pet Supplies', 'Cats', 'Carriers & Strollers', 'Carriers']","[232, 529]",0,[]
232,Soft-Sided Carriers,183,185,231,2,"['Pet Supplies', 'Cats', 'Carriers & Strollers', 'Carriers', 'Soft-Sided Carriers']","[1005, 1011]",0,[]
233,Carriers,31,457,83,2,"['Pet Supplies', 'Dogs', 'Carriers & Travel Products', 'Carriers']","[234, 489]",0,[]
234,Soft-Sided Carriers,406,408,233,2,"['Pet Supplies', 'Dogs', 'Carriers & Travel Products', 'Carriers', 'Soft-Sided Carriers']","[832, 1017]",0,[]
235,Recurring Delivery,0,50,1,3,"['Pet Supplies', 'Recurring Delivery']","[236, 271, 923]",0,[]
236,All Recurring Delivery Products,16,16,235,0,"['Pet Supplies', 'Recurring Delivery', 'All Recurring Delivery Products']",[],0,[]
237,Houses & Habitats,122,909,143,8,"['Pet Supplies', 'Small Animals', 'Houses & Habitats']","[238, 241, 295, 310, 353, 385, 566, 648]",0,[]
238,Cages,318,318,237,0,"['Pet Supplies', 'Small Animals', 'Houses & Habitats', 'Cages']",[],0,[]
239,Shampoos & Conditioners,2,354,9,3,"['Pet Supplies', 'Cats', 'Grooming', 'Shampoos & Conditioners']","[240, 332, 577]",0,[]
240,Shampoos,277,277,239,0,"['Pet Supplies', 'Cats', 'Grooming', 'Shampoos & Conditioners', 'Shampoos']",[],0,[]
241,Tubes & Tunnels,33,36,237,1,"['Pet Supplies', 'Small Animals', 'Houses & Habitats', 'Tubes & Tunnels']",[453],0,[]
242,Sunglasses,84,84,23,0,"['Pet Supplies', 'Dogs', 'Apparel & Accessories', 'Sunglasses']",[],0,[]
243,Horseshoes,12,12,92,0,"['Pet Supplies', 'Horses', 'Farrier Supplies', 'Horseshoes']",[],0,[]
244,Sonic Bark Deterrents,24,24,43,0,"['Pet Supplies', 'Dogs', 'Training & Behavior Aids', 'Sonic Bark Deterrents']",[],0,[]
245,Electric Clippers,74,74,215,0,"['Pet Supplies', 'Cats', 'Grooming', 'Electric Clippers & Blades', 'Electric Clippers']",[],0,[]
246,Bed Blankets,54,54,70,0,"['Pet Supplies', 'Dogs', 'Beds & Furniture', 'Bed Blankets']",[],0,[]
247,"Cat Doors, Steps, Nets & Pens",17,200,8,4,"['Pet Supplies', 'Cats', 'Cat Doors, Steps, Nets & Pens']","[248, 520, 579, 996]",0,[]
248,Cat Doors,127,131,247,1,"['Pet Supplies', 'Cats', 'Cat Doors, Steps, Nets & Pens', 'Cat Doors']",[388],0,[]
249,Repellents & Training Aids,1,38,8,3,"['Pet Supplies', 'Cats', 'Repellents & Training Aids']","[250, 382, 697]",0,[]
250,Repellent Mats,5,5,249,0,"['Pet Supplies', 'Cats', 'Repellents & Training Aids', 'Repellent Mats']",[],0,[]
251,Potty Training,0,40,192,4,"['Pet Supplies', 'Pet Behavior Center', 'Potty Training']","[252, 375, 479, 1199]",0,[]
252,Litter Boxes,9,9,251,0,"['Pet Supplies', 'Pet Behavior Center', 'Potty Training', 'Litter Boxes']",[],0,[]
253,Automatic Feeders,53,53,10,0,"['Pet Supplies', 'Fish & Aquatic Pets', 'Automatic Feeders']",[],0,[]
254,Aquarium Cleaners,106,365,10,3,"['Pet Supplies', 'Fish & Aquatic Pets', 'Aquarium Cleaners']","[255, 293, 297]",0,[]
255,Algae Scrapers,112,113,254,1,"['Pet Supplies', 'Fish & Aquatic Pets', 'Aquarium Cleaners', 'Algae Scrapers']",[730],0,[]
256,Replacement Filters,9,9,104,0,"['Pet Supplies', 'Cats', 'Litter & Housebreaking', 'Replacement Filters']",[],0,[]
257,Air Pumps,160,160,16,0,"['Pet Supplies', 'Fish & Aquatic Pets', 'Aquarium Pumps & Filters', 'Air Pumps']",[],0,[]
258,Litter Box Liners,104,104,104,0,"['Pet Supplies', 'Cats', 'Litter & Housebreaking', 'Litter Box Liners']",[],0,[]
259,Fish Bowls,89,89,102,0,"['Pet Supplies', 'Fish & Aquatic Pets', 'Aquariums & Fish Bowls', 'Fish Bowls']",[],0,[]
260,Aquarium Hoods,140,140,10,0,"['Pet Supplies', 'Fish & Aquatic Pets', 'Aquarium Hoods']",[],0,[]
261,Health Supplies,39,39,10,0,"['Pet Supplies', 'Fish & Aquatic Pets', 'Health Supplies']",[],0,[]
262,Flea Collars,45,45,124,0,"['Pet Supplies', 'Cats', 'Flea & Tick Control', 'Flea Collars']",[],0,[]
263,Reptiles & Amphibians,18,1382,1,12,"['Pet Supplies', 'Reptiles & Amphibians']","[264, 265, 267, 268, 270, 273, 304, 309, 343, 395, 491, 494]",0,[]
264,Habitat Lighting,123,123,263,0,"['Pet Supplies', 'Reptiles & Amphibians', 'Habitat Lighting']",[],0,[]
265,Terrarium Heat Lamps & Mats,2,143,263,2,"['Pet Supplies', 'Reptiles & Amphibians', 'Terrarium Heat Lamps & Mats']","[266, 534]",0,[]
266,Heat Lamps,108,108,265,0,"['Pet Supplies', 'Reptiles & Amphibians', 'Terrarium Heat Lamps & Mats', 'Heat Lamps']",[],0,[]
267,Health Supplies,109,109,263,0,"['Pet Supplies', 'Reptiles & Amphibians', 'Health Supplies']",[],0,[]
268,Food,327,327,263,0,"['Pet Supplies', 'Reptiles & Amphibians', 'Food']",[],0,[]
269,Deodorizers,68,68,32,0,"['Pet Supplies', 'Dogs', 'Grooming', 'Deodorizers']",[],0,[]
270,Reptile Houses,155,155,263,0,"['Pet Supplies', 'Reptiles & Amphibians', 'Reptile Houses']",[],0,[]
271,Aquatic Supplies: Recurring Delivery,31,31,235,0,"['Pet Supplies', 'Recurring Delivery', 'Aquatic Supplies: Recurring Delivery']",[],0,[]
272,Treats,150,150,143,0,"['Pet Supplies', 'Small Animals', 'Treats']",[],0,[]
273,"Terrarium Bedding, Sand & Substrate",8,136,263,3,"['Pet Supplies', 'Reptiles & Amphibians', 'Terrarium Bedding, Sand & Substrate']","[274, 301, 361]",0,[]
274,Bedding,59,59,273,0,"['Pet Supplies', 'Reptiles & Amphibians', 'Terrarium Bedding, Sand & Substrate', 'Bedding']",[],0,[]
275,Water Pump Accessories,287,287,16,0,"['Pet Supplies', 'Fish & Aquatic Pets', 'Aquarium Pumps & Filters', 'Water Pump Accessories']",[],0,[]
276,Other Animals,79,79,190,0,"['Pet Supplies', 'Try Subscribe & Save', 'Pets', 'Other Animals']",[],0,[]
277,Hairball Remedy Pastes & Gels,101,101,20,0,"['Pet Supplies', 'Cats', 'Health Supplies', 'Hairball Remedy Pastes & Gels']",[],0,[]
278,Tetra Pond,0,12,1,2,"['Pet Supplies', 'Tetra Pond']","[279, 280]",0,[]
279,Tetra Pond Equipment,7,7,278,0,"['Pet Supplies', 'Tetra Pond', 'Tetra Pond Equipment']",[],0,[]
280,Tetra Pond Decor & Accessories,5,5,278,0,"['Pet Supplies', 'Tetra Pond', 'Tetra Pond Decor & Accessories']",[],0,[]
281,Water Pumps,218,218,16,0,"['Pet Supplies', 'Fish & Aquatic Pets', 'Aquarium Pumps & Filters', 'Water Pumps']",[],0,[]
282,Hagen,0,159,1,21,"['Pet Supplies', 'Hagen']","[283, 292, 300, 311, 363, 381, 387, 414, 462, 471, 475, 477, 501, 660, 702, 808, 809, 810, 811, 821, 822]",0,[]
283,Marina,16,16,282,0,"['Pet Supplies', 'Hagen', 'Marina']",[],0,[]
284,Breeding Tanks,29,29,10,0,"['Pet Supplies', 'Fish & Aquatic Pets', 'Breeding Tanks']",[],0,[]
285,Top Pet Products,32,32,1,0,"['Pet Supplies', 'Top Pet Products']",[],0,[]
286,Treats,135,135,63,0,"['Pet Supplies', 'Birds', 'Treats']",[],0,[]
287,Buy $25 Save $5 on Kaytee,0,85,1,2,"['Pet Supplies', 'Buy $25 Save $5 on Kaytee']","[288, 688]",0,[]
288,Food,0,84,287,7,"['Pet Supplies', 'Buy $25 Save $5 on Kaytee', 'Food']","[289, 290, 365, 366, 374, 472, 500]",0,[]
289,Large Birds,17,17,288,0,"['Pet Supplies', 'Buy $25 Save $5 on Kaytee', 'Food', 'Large Birds']",[],0,[]
290,Small Birds,36,36,288,0,"['Pet Supplies', 'Buy $25 Save $5 on Kaytee', 'Food', 'Small Birds']",[],0,[]
291,Plastic Plants,569,569,11,0,"['Pet Supplies', 'Fish & Aquatic Pets', 'Aquarium Dcor', 'Plastic Plants']",[],0,[]
292,Fluval,10,10,282,0,"['Pet Supplies', 'Hagen', 'Fluval']",[],0,[]
293,Gravel Cleaners,73,73,254,0,"['Pet Supplies', 'Fish & Aquatic Pets', 'Aquarium Cleaners', 'Gravel Cleaners']",[],0,[]
294,Aquarium Hydrometers,18,18,10,0,"['Pet Supplies', 'Fish & Aquatic Pets', 'Aquarium Hydrometers']",[],0,[]
295,Bedding & Litter,79,79,237,0,"['Pet Supplies', 'Small Animals', 'Houses & Habitats', 'Bedding & Litter']",[],0,[]
296,Training Pads & Trays,381,381,118,0,"['Pet Supplies', 'Dogs', 'Litter & Housebreaking', 'Training Pads & Trays']",[],0,[]
297,Aquarium Nets,73,73,254,0,"['Pet Supplies', 'Fish & Aquatic Pets', 'Aquarium Cleaners', 'Aquarium Nets']",[],0,[]
298,Houses & Habitats,23,23,197,0,"['Pet Supplies', 'Bunny Rabbit Central', 'Houses & Habitats']",[],0,[]
299,Raised Bowls,45,45,212,0,"['Pet Supplies', 'Cats', 'Feeding & Watering Supplies', 'Bowls & Dishes', 'Raised Bowls']",[],0,[]
300,Laguna,35,35,282,0,"['Pet Supplies', 'Hagen', 'Laguna']",[],0,[]
301,Sand,48,48,273,0,"['Pet Supplies', 'Reptiles & Amphibians', 'Terrarium Bedding, Sand & Substrate', 'Sand']",[],0,[]
302,Sand,126,126,47,0,"['Pet Supplies', 'Fish & Aquatic Pets', 'Aquarium Substrate', 'Sand']",[],0,[]
303,Decorative Rocks,75,75,11,0,"['Pet Supplies', 'Fish & Aquatic Pets', 'Aquarium Dcor', 'Decorative Rocks']",[],0,[]
304,Habitat Dcor,26,233,263,5,"['Pet Supplies', 'Reptiles & Amphibians', 'Habitat Dcor']","[305, 352, 396, 553, 866]",0,[]
305,Wood,27,27,304,0,"['Pet Supplies', 'Reptiles & Amphibians', 'Habitat Dcor', 'Wood']",[],0,[]
306,Booster Seats,111,112,84,1,"['Pet Supplies', 'Dogs', 'Carriers & Travel Products', 'Car Travel Accessories', 'Booster Seats']",[796],0,[]
307,Wood,28,28,11,0,"['Pet Supplies', 'Fish & Aquatic Pets', 'Aquarium Dcor', 'Wood']",[],0,[]
308,Cats,7,7,190,0,"['Pet Supplies', 'Try Subscribe & Save', 'Pets', 'Cats']",[],0,[]
309,Terrarium Thermometers,10,10,263,0,"['Pet Supplies', 'Reptiles & Amphibians', 'Terrarium Thermometers']",[],0,[]
310,Beds,59,59,237,0,"['Pet Supplies', 'Small Animals', 'Houses & Habitats', 'Beds']",[],0,[]
311,Nutrafin,4,4,282,0,"['Pet Supplies', 'Hagen', 'Nutrafin']",[],0,[]
312,Nests,115,115,64,0,"['Pet Supplies', 'Birds', 'Cages & Accessories', 'Nests']",[],0,[]
313,Multivitamins,113,113,21,0,"['Pet Supplies', 'Cats', 'Health Supplies', 'Supplements & Vitamins', 'Multivitamins']",[],0,[]
314,Fish Oil Supplements,177,177,18,0,"['Pet Supplies', 'Dogs', 'Health Supplies', 'Supplements & Vitamins', 'Fish Oil Supplements']",[],0,[]
315,Pet Supplies Markdowns,48,48,1,0,"['Pet Supplies', 'Pet Supplies Markdowns']",[],0,[]
316,Coral Ornaments,117,117,11,0,"['Pet Supplies', 'Fish & Aquatic Pets', 'Aquarium Dcor', 'Coral Ornaments']",[],0,[]
317,Toys,223,229,143,4,"['Pet Supplies', 'Small Animals', 'Toys']","[431, 445, 778, 1391]",0,[]
318,Blankets & Sheets,15,405,87,2,"['Pet Supplies', 'Horses', 'Blankets & Sheets']","[319, 581]",0,[]
319,Blankets,257,257,318,0,"['Pet Supplies', 'Horses', 'Blankets & Sheets', 'Blankets']",[],0,[]
320,Freeze-Dried,107,107,117,0,"['Pet Supplies', 'Dogs', 'Food', 'Dehydrated/Freeze-Dried', 'Freeze-Dried']",[],0,[]
321,Catnip,113,113,151,0,"['Pet Supplies', 'Cats', 'Treats', 'Catnip']",[],0,[]
322,Dehydrated/Freeze-Dried,13,13,145,0,"['Pet Supplies', 'Cats', 'Food', 'Dehydrated/Freeze-Dried']",[],0,[]
323,Basic Crates,432,432,62,0,"['Pet Supplies', 'Dogs', 'Crates, Houses & Pens', 'Crates & Kennels', 'Basic Crates']",[],0,[]
324,Dog Houses,192,192,61,0,"['Pet Supplies', 'Dogs', 'Crates, Houses & Pens', 'Dog Houses']",[],0,[]
325,Kennels,54,54,193,0,"['Pet Supplies', 'Pet Behavior Center', 'Fencing & Containment', 'Kennels']",[],0,[]
326,Dog Flea Sprays,79,79,50,0,"['Pet Supplies', 'Dogs', 'Flea & Tick Control', 'Dog Flea Sprays']",[],0,[]
327,Ear Care,185,185,3,0,"['Pet Supplies', 'Dogs', 'Health Supplies', 'Ear Care']",[],0,[]
328,Colognes,145,145,32,0,"['Pet Supplies', 'Dogs', 'Grooming', 'Colognes']",[],0,[]
329,Itch Remedies,72,72,3,0,"['Pet Supplies', 'Dogs', 'Health Supplies', 'Itch Remedies']",[],0,[]
330,Flea & Tick Center,4,16,1,4,"['Pet Supplies', 'Flea & Tick Center']","[487, 616, 894, 1212]",0,[]
331,Cat Flea Sprays,42,42,124,0,"['Pet Supplies', 'Cats', 'Flea & Tick Control', 'Cat Flea Sprays']",[],0,[]
332,Conditioners,69,69,239,0,"['Pet Supplies', 'Cats', 'Grooming', 'Shampoos & Conditioners', 'Conditioners']",[],0,[]
333,Raised Bowls & Feeding Stations,12,340,25,2,"['Pet Supplies', 'Dogs', 'Feeding & Watering Supplies', 'Raised Bowls & Feeding Stations']","[334, 409]",0,[]
334,Raised Bowls,213,213,333,0,"['Pet Supplies', 'Dogs', 'Feeding & Watering Supplies', 'Raised Bowls & Feeding Stations', 'Raised Bowls']",[],0,[]
335,ID Tags,873,895,13,19,"['Pet Supplies', 'Dogs', 'Collars, Harnesses & Leashes', 'ID Tags & Collar Accessories', 'ID Tags']","[690, 703, 857, 860, 867, 869, 1053, 1084, 1108, 1110, 1173, 1249, 1272, 1289, 1321, 1363, 1372, 1377, 1386]",0,[]
336,Backpacks,55,55,23,0,"['Pet Supplies', 'Dogs', 'Apparel & Accessories', 'Backpacks']",[],0,[]
337,Backpacks,173,173,83,0,"['Pet Supplies', 'Dogs', 'Carriers & Travel Products', 'Backpacks']",[],0,[]
338,Lifejackets,120,120,23,0,"['Pet Supplies', 'Dogs', 'Apparel & Accessories', 'Lifejackets']",[],0,[]
339,Exercise Wheels,37,37,143,0,"['Pet Supplies', 'Small Animals', 'Exercise Wheels']",[],0,[]
340,Birdcage Stands,50,50,64,0,"['Pet Supplies', 'Birds', 'Cages & Accessories', 'Birdcage Stands']",[],0,[]
341,Training Leashes,82,82,43,0,"['Pet Supplies', 'Dogs', 'Training & Behavior Aids', 'Training Leashes']",[],0,[]
342,Animal Ears,83,83,26,0,"['Pet Supplies', 'Dogs', 'Treats', 'Animal Ears']",[],0,[]
343,Terrarium Covers,54,54,263,0,"['Pet Supplies', 'Reptiles & Amphibians', 'Terrarium Covers']",[],0,[]
344,Tank Dividers,14,14,11,0,"['Pet Supplies', 'Fish & Aquatic Pets', 'Aquarium Dcor', 'Tank Dividers']",[],0,[]
345,Seed Guards & Catchers,23,23,64,0,"['Pet Supplies', 'Birds', 'Cages & Accessories', 'Seed Guards & Catchers']",[],0,[]
346,Birdcage Covers,27,27,64,0,"['Pet Supplies', 'Birds', 'Cages & Accessories', 'Birdcage Covers']",[],0,[]
347,Hair Removal Mitts & Rollers,34,34,9,0,"['Pet Supplies', 'Cats', 'Grooming', 'Hair Removal Mitts & Rollers']",[],0,[]
348,Dander Remover Sprays,6,6,32,0,"['Pet Supplies', 'Dogs', 'Grooming', 'Dander Remover Sprays']",[],0,[]
349,Diapers,130,130,118,0,"['Pet Supplies', 'Dogs', 'Litter & Housebreaking', 'Diapers']",[],0,[]
350,Backgrounds,82,82,11,0,"['Pet Supplies', 'Fish & Aquatic Pets', 'Aquarium Dcor', 'Backgrounds']",[],0,[]
351,Retractable Leashes,228,228,39,0,"['Pet Supplies', 'Dogs', 'Collars, Harnesses & Leashes', 'Leashes', 'Retractable Leashes']",[],0,[]
352,Hideouts,98,98,304,0,"['Pet Supplies', 'Reptiles & Amphibians', 'Habitat Dcor', 'Hideouts']",[],0,[]
353,Habitat Dcor,247,250,237,2,"['Pet Supplies', 'Small Animals', 'Houses & Habitats', 'Habitat Dcor']","[415, 641]",0,[]
354,Starter Kits,141,141,102,0,"['Pet Supplies', 'Fish & Aquatic Pets', 'Aquariums & Fish Bowls', 'Starter Kits']",[],0,[]
355,Chips,87,87,158,0,"['Pet Supplies', 'Dogs', 'Treats', 'Rawhide', 'Chips']",[],0,[]
356,Toothbrushes,73,73,72,0,"['Pet Supplies', 'Dogs', 'Health Supplies', 'Dental Care', 'Toothbrushes']",[],0,[]
357,Eye Care,36,36,20,0,"['Pet Supplies', 'Cats', 'Health Supplies', 'Eye Care']",[],0,[]
358,Muzzles,315,315,12,0,"['Pet Supplies', 'Dogs', 'Collars, Harnesses & Leashes', 'Muzzles']",[],0,[]
359,Swings,61,61,64,0,"['Pet Supplies', 'Birds', 'Cages & Accessories', 'Swings']",[],0,[]
360,Bird Baths,76,77,64,1,"['Pet Supplies', 'Birds', 'Cages & Accessories', 'Bird Baths']",[989],0,[]
361,Substrate,21,21,273,0,"['Pet Supplies', 'Reptiles & Amphibians', 'Terrarium Bedding, Sand & Substrate', 'Substrate']",[],0,[]
362,Ladders,57,57,64,0,"['Pet Supplies', 'Birds', 'Cages & Accessories', 'Ladders']",[],0,[]
363,Elite,8,8,282,0,"['Pet Supplies', 'Hagen', 'Elite']",[],0,[]
364,Claw Care,157,157,9,0,"['Pet Supplies', 'Cats', 'Grooming', 'Claw Care']",[],0,[]
365,Hamsters & Gerbils,6,6,288,0,"['Pet Supplies', 'Buy $25 Save $5 on Kaytee', 'Food', 'Hamsters & Gerbils']",[],0,[]
366,Guinea Pigs,5,5,288,0,"['Pet Supplies', 'Buy $25 Save $5 on Kaytee', 'Food', 'Guinea Pigs']",[],0,[]
367,Combs,95,95,9,0,"['Pet Supplies', 'Cats', 'Grooming', 'Combs']",[],0,[]
368,Litter Mats,56,56,104,0,"['Pet Supplies', 'Cats', 'Litter & Housebreaking', 'Litter Mats']",[],0,[]
369,Litter Scoops,96,96,104,0,"['Pet Supplies', 'Cats', 'Litter & Housebreaking', 'Litter Scoops']",[],0,[]
370,Combs,122,122,32,0,"['Pet Supplies', 'Dogs', 'Grooming', 'Combs']",[],0,[]
371,Shedding Tools,26,26,9,0,"['Pet Supplies', 'Cats', 'Grooming', 'Shedding Tools']",[],0,[]
372,Dematting Tools,6,89,32,2,"['Pet Supplies', 'Dogs', 'Grooming', 'Dematting Tools']","[373, 378]",0,[]
373,Combs,44,44,372,0,"['Pet Supplies', 'Dogs', 'Grooming', 'Dematting Tools', 'Combs']",[],0,[]
374,Rabbits,5,5,288,0,"['Pet Supplies', 'Buy $25 Save $5 on Kaytee', 'Food', 'Rabbits']",[],0,[]
375,Litter & Refills,21,21,251,0,"['Pet Supplies', 'Pet Behavior Center', 'Potty Training', 'Litter & Refills']",[],0,[]
376,Scratching Posts,253,253,154,0,"['Pet Supplies', 'Cats', 'Beds & Furniture', 'Scratching Posts']",[],0,[]
377,Hammocks,2,2,154,0,"['Pet Supplies', 'Cats', 'Beds & Furniture', 'Hammocks']",[],0,[]
378,Rakes,39,39,372,0,"['Pet Supplies', 'Dogs', 'Grooming', 'Dematting Tools', 'Rakes']",[],0,[]
379,Electric Clippers & Blades,31,341,32,2,"['Pet Supplies', 'Dogs', 'Grooming', 'Electric Clippers & Blades']","[380, 486]",0,[]
380,Replacement Blades,117,117,379,0,"['Pet Supplies', 'Dogs', 'Grooming', 'Electric Clippers & Blades', 'Replacement Blades']",[],0,[]
381,All Aquatic & Pond,2,2,282,0,"['Pet Supplies', 'Hagen', 'All Aquatic & Pond']",[],0,[]
382,Spray Repellents,29,29,249,0,"['Pet Supplies', 'Cats', 'Repellents & Training Aids', 'Spray Repellents']",[],0,[]
383,Carriers,43,43,143,0,"['Pet Supplies', 'Small Animals', 'Carriers']",[],0,[]
384,Decorative Marbles,34,34,11,0,"['Pet Supplies', 'Fish & Aquatic Pets', 'Aquarium Dcor', 'Decorative Marbles']",[],0,[]
385,Hammocks,11,11,237,0,"['Pet Supplies', 'Small Animals', 'Houses & Habitats', 'Hammocks']",[],0,[]
386,Dog Whistles,61,61,43,0,"['Pet Supplies', 'Dogs', 'Training & Behavior Aids', 'Dog Whistles']",[],0,[]
387,Exo Terra,19,19,282,0,"['Pet Supplies', 'Hagen', 'Exo Terra']",[],0,[]
388,"Mixed, ,",0,4,248,3,"['Pet Supplies', 'Cats', 'Cat Doors, Steps, Nets & Pens', 'Cat Doors', 'Mixed, ,']","[389, 1315, 1370]",0,[]
389,White glass fitting cat door,0,2,388,1,"['Pet Supplies', 'Cats', 'Cat Doors, Steps, Nets & Pens', 'Cat Doors', 'Mixed, ,', 'White glass fitting cat door']",[390],0,[]
390,Up to 1 1/4-inch single or double glazing glass,0,2,389,1,"['Pet Supplies', 'Cats', 'Cat Doors, Steps, Nets & Pens', 'Cat Doors', 'Mixed, ,', 'White glass fitting cat door', 'Up to 1 1/4-inch single or double glazing glass']",[391],0,[]
391,Can be used on wooden doors also up to 1-1/4-inch,0,2,390,1,"['Pet Supplies', 'Cats', 'Cat Doors, Steps, Nets & Pens', 'Cat Doors', 'Mixed, ,', 'White glass fitting cat door', 'Up to 1 1/4-inch single or double glazing glass', 'Can be used on wooden doors also up to 1-1/4-inch']",[392],0,[]
392,Complete instructions included,0,2,391,1,"['Pet Supplies', 'Cats', 'Cat Doors, Steps, Nets & Pens', 'Cat Doors', 'Mixed, ,', 'White glass fitting cat door', 'Up to 1 1/4-inch single or double glazing glass', 'Can be used on wooden doors also up to 1-1/4-inch', 'Complete instructions included']",[393],0,[]
